"","householdSize","pct.lao","pct.thai","pct.myanmar","pct.cambodia","numPop.urban","medIncome.household","pctWPubAsst","pctPop.poor","pchLessM3","PctUnemployed","NumIlllegal.labor","HousVacant","Num.HomelessInShelters","Num.HomelessInStreet","PopDens","TheifperPop"
"1",-0.413157672178409,-0.261797094915585,0.171792948475316,-0.464426764512093,0.778354102471264,0.462995753160363,0.0799233348084594,0.137107287223826,-0.370350072442575,0.523627014458509,-0.165825883095781,0.083540049594367,0.149839223949987,0.0559483908101229,0.0718720815805435,-0.0211264022439971,1039.91
"2",-0.445926115173323,-0.592232088048385,0.791747075459755,-0.510479428564484,-0.360209949529205,-0.123200587474346,-0.235676496590024,-0.434922695222402,-0.664703153001109,-0.0702590395733908,-0.386532075807377,-0.194377042109806,-0.253889788653266,-0.287197463930743,-0.149904627296562,0.703747019071837,711.87
"3",0.0456005297503738,6.86794132114378,-5.8988979980647,-0.484574805035014,-0.151007240567222,0.677152735111825,-0.624314504018301,2.25849202033158,0.960637770082969,0.341453378252405,2.59508365969267,0.655716642407664,0.205758180735499,3.73589186751389,0.589351068960457,6.23505811408398,2365.31
"4",-0.544231444158062,-0.488190843359216,-0.903186891663971,5.09643241981419,0.567223257942811,-0.220927876474012,0.0655404324518231,-0.79147950042431,-0.320438028347867,0.439827141803701,-0.0325693139114212,0.276861139672919,-0.234859777181757,-0.287197463930743,-0.149904627296562,3.64954319159984,394.71
"5",0.242211187719851,-0.219348267082404,-0.627079056011757,-0.337781938368016,2.15697103249723,0.843359127272264,-0.869722775478409,0.0883693066566583,1.06174165427481,1.23046072293819,0.908555205953119,0.175730465002289,0.844288257956452,2.55263029944194,-0.112941842483711,-0.30664510173035,931.46
"6",0.602664060663896,2.55563981126711,-2.12247909390415,-0.329147063858192,-0.104731986971945,-0.077973944231275,0.118352652042597,-0.319490635984374,-0.674941521020536,-0.2615413575898,0.512949766187051,-0.161019300559703,-0.239251318290567,-0.287197463930743,-0.149904627296562,1.05125516918063,864.98
"7",-0.511463001163149,0.595502761323167,-0.187515381653431,-0.547897218107052,-0.500963845881507,-0.442130597261793,-0.948978560339457,0.675790230334622,0.792984493764847,1.08290007761125,-0.0200765105503874,-0.251767738667189,-0.181282975654276,-0.287197463930743,-0.149904627296562,-0.758054436623564,1217.68
"8",-0.478694558168236,0.420713470245363,-0.6241339057648,1.23088693091657,-0.0941272413563603,-0.232128014235418,0.128840185010978,-0.968475324589286,-0.64806580496954,-0.396349848382317,-0.569759858435871,-0.121701386167795,-0.123900171832494,0.316265935785952,-0.112941842483711,-0.087466690031823,565.58
"9",-1.00298964608685,-0.583908788473252,0.87347499481281,-0.596828173662718,-0.491323168049157,-0.442130597261793,-1.10277074022578,0.196105895278818,0.0558219963660848,0.84060914145713,1.49988123170872,-0.253690375067771,-0.234859777181757,-0.287197463930743,-0.149904627296562,0.379430028532677,396.31
"10",0.242211187719851,-0.598890727708492,0.892618471418031,-0.602584756669267,-0.514460794846796,-0.0550258358831755,-0.230582552005382,-0.542659283844561,-0.625029476925828,-0.363558593865218,0.3089006446235,-0.22446630177892,-0.238665779476059,-0.287197463930743,-0.149904627296562,-0.590686911536709,265.36
"11",0.799274718633374,-0.584741118430765,0.837396904287588,-0.438522140982622,-0.494215371398862,-0.256293528861932,1.34097426330646,-1.04029971700406,-0.984652153608211,-0.882753457052615,-0.890408478035737,-0.225812147259327,-0.267064411979696,-0.287197463930743,-0.149904627296562,-0.701772965034615,237.88
"12",0.373284959699503,-0.550615590172718,0.763768148113664,-0.346416812877839,-0.44311977888741,-0.0802261458463405,0.789779494868281,-0.183537321770696,-0.705656625078818,-0.483793193761247,-0.0492263850594662,-0.09180439013874,-0.238373010068805,-0.287197463930743,-0.149904627296562,-0.109540203357134,306.15
